ElapsedRealtimeMillis,TimeNanos,LeapSecond,TimeUncertaintyNanos,FullBiasNanos,BiasNanos,BiasUncertaintyNanos,DriftNanosPerSecond,DriftUncertaintyNanosPerSecond,HardwareClockDiscontinuityCount,Svid,TimeOffsetNanos,State,ReceivedSvTimeNanos,ReceivedSvTimeUncertaintyNanos,Cn0DbHz,PseudorangeRateMetersPerSecond,PseudorangeRateUncertaintyMetersPerSecond,AccumulatedDeltaRangeState,AccumulatedDeltaRangeMeters,AccumulatedDeltaRangeUncertaintyMeters,CarrierFrequencyHz,CarrierCycles,CarrierPhase,CarrierPhaseUncertainty,MultipathIndicator,SnrInDb,ConstellationType,AgcDb,CarrierFrequencyHz,AngleZ,AngleX,AngleY
946754626,8901992000000,,,-1260194546643047424,0.0,4191.691987216473,26.833777943577715,9.731061325741306,3415,24,0.0,15,405048564613155,19,27.0,316.96282958984375,0.1697000116109848,0,0.0,0.0,,,,,0,,1,,,61.375,-98.875,0.765625
946754627,8901992000000,,,-1260194546643047424,0.0,4191.691987216473,26.833777943577715,9.731061325741306,3415,27,0.0,15,405048551149583,5,40.1,397.5924987792969,0.036400001496076584,0,0.0,0.0,,,,,0,,1,,,61.375,-98.875,0.765625
946754627,8901992000000,,,-1260194546643047424,0.0,4191.691987216473,26.833777943577715,9.731061325741306,3415,32,0.0,15,405048562092117,6,38.4,-346.1300048828125,0.05790000036358833,0,0.0,0.0,,,,,0,,1,,,61.375,-98.875,0.765625
946755614,8903003000000,,,-1260194546642349056,0.0,4202.555865049362,13.613233758278538,7.804236048486871,3416,10,0.0,15,405049575822043,10,34.1,-289.59466552734375,0.06109999865293503,0,0.0,0.0,,,,,0,,1,,,78.546875,-98.234375,6.25
946755615,8903003000000,,,-1260194546642349056,0.0,4202.555865049362,13.613233758278538,7.804236048486871,3416,14,0.0,15,405049565485837,8,36.4,-466.3082580566406,0.03799999877810478,0,0.0,0.0,,,,,0,,1,,,78.546875,-98.234375,6.25
946755616,8903003000000,,,-1260194546642349056,0.0,4202.555865049362,13.613233758278538,7.804236048486871,3416,20,0.0,15,405049578554780,19,27.1,65.88320922851562,0.1907000094652176,0,0.0,0.0,,,,,0,,1,,,78.546875,-98.234375,6.25
946755616,8903003000000,,,-1260194546642349056,0.0,4202.555865049362,13.613233758278538,7.804236048486871,3416,21,0.0,15,405049571703564,17,28.5,468.37432861328125,0.11389999836683273,0,0.0,0.0,,,,,0,,1,,,78.546875,-98.234375,6.25
946755617,8903003000000,,,-1260194546642349056,0.0,4202.555865049362,13.613233758278538,7.804236048486871,3416,27,0.0,15,405049561450118,6,38.3,397.1280822753906,0.05640000104904175,0,0.0,0.0,,,,,0,,1,,,78.546875,-98.234375,6.25
946755618,8903003000000,,,-1260194546642349056,0.0,4202.555865049362,13.613233758278538,7.804236048486871,3416,32,0.0,15,405049572395129,7,37.2,-346.59832763671875,0.045500002801418304,0,0.0,0.0,,,,,0,,1,,,78.546875,-98.234375,6.25
946756621,8904005000000,,,-1260194546642017792,0.0,4202.183801680803,12.389760983451675,9.656963611608516,3417,10,0.0,15,405050577491625,9,35.4,-285.0837097167969,0.06000000238418579,0,0.0,0.0,,,,,0,,1,,,117.140625,-100.140625,7.9375
